,Vectors,DOIs,Topics
724,"[-0.19065845  0.21376194  0.6673964  -0.11778925  0.02970835  0.2975996
  0.41027296  0.11250895 -0.56464374 -0.09241124  0.7092065   0.2697258
  0.04626594 -0.27412426  0.22866894 -0.34986973  0.4406017   0.23078051
 -0.52359515  0.2780909  -0.03568001 -0.35231817 -0.02459309  0.4800398
  0.19083257  0.63640106  0.0928082   0.04759895  0.09033839 -0.5688065 ]",10.3389/fpubh.2023.988961,[]
725,"[-0.2556027   0.2999154   0.77103454 -0.14172873  0.00877394  0.3418723
  0.49129036  0.00686124 -0.7250298  -0.09273119  0.8159736   0.25532568
  0.16288137 -0.32020715  0.20057286 -0.4696243   0.43272275  0.25127277
 -0.6520407   0.35037112 -0.16253129 -0.3625345  -0.06308466  0.5573582
  0.15934917  0.7114222   0.16868255  0.0264945   0.14466503 -0.6964025 ]",10.3389/fpubh.2023.1123894,[]
726,"[-0.3032181   0.2789612   0.99215466 -0.13727628 -0.12243141  0.4435223
  0.56308347  0.14985007 -0.92492247 -0.01548345  0.87275034  0.4366572
  0.04721493 -0.4739793   0.19670267 -0.5750573   0.67093414  0.1956004
 -0.64222324  0.3686902  -0.14115171 -0.4264604  -0.10281608  0.6845561
  0.5949117   0.95380765 -0.00235985  0.01844736  0.06013366 -0.83007586]",10.3389/fpubh.2023.1052077,[]
727,"[-0.16578019  0.22167218  0.6810077  -0.12775673 -0.03059476  0.23205562
  0.39305767 -0.03129486 -0.62617654 -0.08497446  0.71478945  0.2196824
  0.0927329  -0.32457176  0.1408075  -0.41693494  0.37250924  0.2267008
 -0.59418416  0.24170478 -0.0841253  -0.32716036 -0.09289504  0.5308393
  0.23767957  0.5916948   0.0963491   0.07966143  0.14855456 -0.6047232 ]",10.3389/fpubh.2023.986550,[]
728,"[-0.3181773   0.3180432   0.74406576 -0.11316776  0.04794557  0.45218813
  0.7017105  -0.00465778 -0.9134515  -0.06539964  0.97188014  0.20042215
 -0.00933876 -0.40459204  0.27217498 -0.55923057  0.5329436   0.25126535
 -0.7196425   0.3719079  -0.10638673 -0.4821112  -0.05376087  0.57841384
  0.15720339  0.864815    0.29019412 -0.0171263   0.11113497 -0.8290079 ]",10.3389/fpubh.2023.1070272,[]
729,"[-0.43824226  0.30446956  0.9722625  -0.11775178 -0.02055977  0.45612207
  0.6483685   0.07328826 -1.1084106  -0.13151623  1.0011675   0.3244098
  0.24742751 -0.42627314  0.20796281 -0.57911396  0.6229599   0.28109434
 -0.9181302   0.45526546 -0.17158103 -0.52198285 -0.05694208  0.80359906
  0.38188943  0.9902719   0.17463809  0.11302654  0.15403286 -1.0075338 ]",10.3389/fpubh.2023.1082979,[]
730,"[-2.99559414e-01  3.75808179e-01  8.67789090e-01 -1.95908621e-01
  1.23541846e-04  3.71692866e-01  7.10328698e-01  3.21834162e-02
 -1.05000305e+00 -2.28824630e-01  1.01543593e+00  3.47244292e-01
  8.02536979e-02 -3.93927068e-01  2.52824068e-01 -6.94409668e-01
  5.30505955e-01  2.40515679e-01 -8.31151307e-01  2.81468064e-01
 -8.37352872e-02 -4.75535721e-01  8.88471082e-02  7.79067457e-01
  3.11330587e-01  8.92605066e-01  1.81952134e-01  2.92189401e-02
  1.13393955e-01 -9.22176182e-01]",10.3389/fpubh.2023.1118522,[]
731,"[-0.19296029  0.3232296   0.9761241  -0.08103295 -0.02962621  0.4080771
  0.54329085  0.05848822 -0.7939122  -0.10912372  0.9578874   0.41076016
  0.0758526  -0.3587794   0.2842293  -0.4617342   0.5940746   0.35216177
 -0.579107    0.4075084  -0.09591822 -0.41303688 -0.16121504  0.7008673
  0.2691228   0.8257656   0.07647311  0.05697336  0.12319604 -0.7675157 ]",10.3389/fpubh.2023.1123736,[]
732,"[-1.3082854e-01  1.9258659e-01  4.0212813e-01 -9.0085752e-02
  3.9941169e-02  2.0331770e-01  2.8203821e-01  2.9458029e-02
 -4.6606511e-01 -6.2667459e-02  5.6578642e-01  1.4276531e-01
  2.4988256e-02 -1.5935032e-01  1.5406682e-01 -2.6668712e-01
  2.5633004e-01  1.6791520e-01 -4.1424075e-01  1.7097236e-01
 -4.9832493e-02 -2.1813098e-01 -5.5507873e-04  3.0205119e-01
  5.1486567e-02  4.0594211e-01  1.4224774e-01  1.9061375e-02
  3.5476837e-02 -4.4019195e-01]",10.3389/fpubh.2023.1102507,[]
733,"[-0.19116192  0.21095878  0.6842303  -0.08690625  0.03204018  0.29359648
  0.38027242  0.02155817 -0.6918362  -0.08255181  0.6520128   0.2548691
  0.11944058 -0.26266494  0.1828234  -0.36069652  0.3731071   0.24034716
 -0.565477    0.31373274 -0.0933129  -0.3423939  -0.03364677  0.54495823
  0.1258195   0.6022719   0.1449721   0.08030947  0.11147407 -0.5853382 ]",10.3389/fpubh.2023.1022616,[]
734,"[-0.09012698  0.12015052  0.23598187 -0.06233962  0.04617837  0.08800129
  0.14250948  0.03159062 -0.27896112 -0.04498446  0.4129294   0.12144971
  0.02932949 -0.06421538  0.14217466 -0.19874953  0.17689735  0.08571653
 -0.29203779  0.14073214  0.00213081 -0.08915254 -0.0113842   0.17738214
 -0.01845348  0.25026956  0.13706945  0.05186278  0.06132646 -0.28532165]",10.3389/fpubh.2023.1129399,[]
735,"[-0.15137406  0.23921874  0.5374148  -0.08580136  0.0508924   0.23722608
  0.35584876  0.03555154 -0.5632266  -0.10709309  0.66281587  0.20586722
  0.05748133 -0.22515954  0.23213069 -0.34885675  0.301658    0.17063862
 -0.54585814  0.26923358 -0.05651945 -0.27863705 -0.0314923   0.41852218
  0.0645327   0.51402515  0.14898834  0.07882077  0.07242946 -0.53239477]",10.3389/fpubh.2023.1077075,[]
736,"[-0.53382844  0.55541915  1.0067648  -0.37536004 -0.25050703  0.44574448
  0.9111853  -0.15372322 -1.3339331   0.09940528  1.394599    0.571661
  0.21344824 -0.69425434 -0.05867195 -1.1055017   1.0927804   0.25208092
 -0.95161647  0.4417245  -0.0686587  -0.68634105 -0.07588344  1.1916165
  1.0584102   1.1872689  -0.3513293   0.2614667  -0.06244757 -1.2512493 ]",10.3389/fpubh.2023.1132908,[]
737,"[-0.27261308  0.3034943   0.87958324 -0.14140734 -0.01614691  0.335533
  0.65467286  0.00089796 -0.8788783  -0.07420898  0.8807623   0.2727707
  0.05105562 -0.49176738  0.0627204  -0.61289936  0.573803    0.21571301
 -0.6925548   0.3992612  -0.1564042  -0.31912848 -0.0494437   0.74999166
  0.4620935   0.8414404  -0.01080035 -0.06429628  0.02902711 -0.8397966 ]",10.3389/fpubh.2023.1047723,[]
738,"[-0.31551838  0.3159776   1.0392972  -0.09292311  0.01558758  0.42455664
  0.66041815  0.04765199 -0.85705674 -0.1103977   0.91643244  0.32350177
  0.08291733 -0.56858385  0.01619884 -0.6231086   0.5951282   0.19229358
 -0.67079604  0.3885268  -0.23699687 -0.38966638 -0.06077719  0.7974748
  0.5464514   1.0707289   0.03212595 -0.00759135  0.08283419 -0.832836  ]",10.3389/fpubh.2023.1130099,[]
739,"[-4.2596221e-02  9.0978645e-02  1.5759626e-01 -3.7693717e-02
  3.7002236e-02  7.7819750e-02  1.0662551e-01  4.8212521e-02
 -1.6552563e-01 -2.6146673e-02  3.0767632e-01  1.1011548e-01
  4.9564638e-03 -3.0623319e-02  1.4885840e-01 -1.0650893e-01
  1.0666984e-01  7.7341922e-02 -1.9674282e-01  1.2249991e-01
  1.5376801e-04 -5.0613549e-02  5.1756445e-03  1.2370905e-01
 -7.9053722e-02  1.6459520e-01  1.2675758e-01  6.9061548e-02
  3.6153454e-02 -1.7936967e-01]",10.3389/fpubh.2023.1144910,[]
740,"[-0.07365989  0.13883835  0.24181986 -0.06005028  0.04908952  0.10218269
  0.17923097  0.03827577 -0.27259693 -0.04151636  0.42759398  0.11949679
  0.05388956 -0.08725372  0.17203505 -0.1903752   0.15650785  0.06892477
 -0.3203274   0.16116284 -0.02545551 -0.09965785 -0.0153252   0.20134033
 -0.07561348  0.26211902  0.15364467  0.05240444  0.04852856 -0.26621515]",10.3389/frma.2023.1146039,[]
741,"[-0.5822414   0.49702582  1.431223   -0.22194277 -0.09961787  0.6214084
  0.9706753  -0.05042109 -1.5871944  -0.08288559  1.1888018   0.2641177
  0.08425193 -0.5500099   0.09563214 -0.8866133   0.8229711   0.45792794
 -1.246907    0.548392   -0.31777442 -0.713494   -0.15618245  1.1680962
  0.69857246  1.3923112   0.17164902  0.02203611  0.14591026 -1.395843  ]",10.3389/fpubh.2023.1073581,[]
742,"[-0.37189922  0.39646384  0.9503419  -0.13361453 -0.03667424  0.37913594
  0.65179265  0.08222397 -0.9303934  -0.12329924  0.9300984   0.3115027
  0.14546885 -0.44720066  0.16539231 -0.638301    0.6088908   0.33080783
 -0.87185955  0.4517133  -0.14343211 -0.4351128  -0.06989942  0.8187948
  0.37155944  1.0006859   0.1520515   0.14452803  0.01151961 -0.8790335 ]",10.3389/fpubh.2023.1030391,[]
743,"[-0.22855921  0.21795696  0.6466678  -0.09971727 -0.00151565  0.27065143
  0.35279024  0.0767215  -0.65486014 -0.09615236  0.6889203   0.29253435
  0.07867614 -0.26343563  0.2825618  -0.33638403  0.33783087  0.22189635
 -0.6430726   0.2256255  -0.11623073 -0.3969808  -0.02596856  0.44044694
  0.15635781  0.54273367  0.07214714  0.0929876   0.14623146 -0.55279154]",10.3389/fpubh.2023.1073612,[]
744,"[-0.26804468  0.2620726   0.8339724  -0.07230975  0.01962838  0.38623467
  0.49493957  0.06992473 -0.87624073 -0.04798207  0.91976976  0.31017125
  0.03113158 -0.3300445   0.2118091  -0.4885078   0.5713604   0.2856294
 -0.70688087  0.38039374 -0.0498306  -0.5132617  -0.06392168  0.62164676
  0.30703026  0.76329356  0.17659116  0.06640349  0.10300986 -0.78088915]",10.3389/fpubh.2023.1136596,[]
745,"[-0.9837639   0.19215427  1.9808825  -0.15595815 -0.3142273   0.6369899
  0.6447448   0.17796554 -1.6044285  -0.20103806  1.1403606   0.47697446
  0.5882336  -0.41769603  0.28033945 -0.9463324   1.1266497   0.28871349
 -1.5249156   0.7925829  -0.39469528 -0.4872014   0.06340979  0.96956855
  0.5334749   1.3975731   0.58834285  0.13966548  0.16645756 -1.6802183 ]",10.1016/j.dib.2023.108948,[]
746,"[-0.2584674   0.4361534   1.105905   -0.10977297  0.00511857  0.49951378
  0.64638174  0.09243619 -1.0779153  -0.07287357  1.0600764   0.5175761
  0.10192803 -0.49377528  0.28452203 -0.66608125  0.7436152   0.36734942
 -0.9682472   0.48778203 -0.08766749 -0.5623621  -0.10638262  0.84945077
  0.38234785  1.0315357   0.16251333  0.10474003  0.21289922 -1.0816886 ]",10.3389/fpubh.2023.1079877,[]
747,"[ 0.04430084  0.0314781  -0.0212895  -0.02062676  0.07039668 -0.01725733
 -0.05021165  0.03975821  0.01242736 -0.00022713  0.12481783  0.03466935
 -0.00099139  0.05200592  0.12164285  0.00948718 -0.01913956  0.01774753
 -0.06105019  0.00784642  0.0453064  -0.0109664  -0.00549682 -0.04075126
 -0.17862335 -0.03766947  0.11059533  0.06726025  0.01478658 -0.03554904]",10.1016/j.dib.2023.108968,[]
748,"[-0.11226064  0.22536917  0.41307393 -0.10338983  0.04053914  0.1603298
  0.27753314 -0.00173547 -0.4282345  -0.0786863   0.52918637  0.16000728
  0.0973798  -0.21468824  0.10685002 -0.31766438  0.21510674  0.16463067
 -0.38338986  0.15517052 -0.0127753  -0.20735233  0.0312466   0.36121252
  0.05901955  0.38651657  0.08754019  0.04252466  0.10608441 -0.4141946 ]",10.3389/fpubh.2023.1015202,[]
749,"[-0.25887448  0.2667221   0.8386594  -0.11781958 -0.08175893  0.30250785
  0.5554232  -0.01261071 -0.8220555  -0.12399916  0.69348764  0.176232
  0.18598455 -0.43268323  0.06308435 -0.49863285  0.4414585   0.17697449
 -0.67487043  0.30724293 -0.11351936 -0.338837   -0.0018535   0.69952893
  0.38139254  0.79899544  0.08693922  0.03354996  0.16890353 -0.7223374 ]",10.1155/2023/5262729,[]
750,"[-9.48939696e-02  1.63881525e-01  2.94347882e-01 -6.11765012e-02
  2.38489415e-02  1.17538631e-01  2.06561148e-01  2.57792454e-02
 -3.57110947e-01 -5.20848036e-02  4.36827093e-01  1.27266511e-01
  5.23353815e-02 -1.22807674e-01  1.35445863e-01 -2.17705041e-01
  1.91442207e-01  1.23752855e-01 -3.50673437e-01  1.52846679e-01
 -1.74064487e-02 -1.48951471e-01 -1.93322934e-02  2.37550229e-01
 -7.37883529e-05  3.20042819e-01  1.51874587e-01  5.97695187e-02
  5.83264790e-02 -3.49168479e-01]",10.3389/fpubh.2023.1133330,[]
751,"[-0.6351599   0.448178    1.2040796  -0.31729743  0.07865296  0.4024511
  0.8445755   0.15091935 -1.4028393  -0.15277943  1.4109584   0.46225926
  0.03121815 -0.5667448   0.32407734 -0.8467904   0.6586602   0.17190829
 -1.1261969   0.43378037 -0.20321031 -0.67744833  0.1246545   1.0137888
  0.43384367  1.2905266   0.29909098  0.11016433  0.22866336 -1.3143951 ]",10.1016/j.dib.2023.108972,[]
752,"[-0.0315459   0.08631099  0.10289153 -0.01155935  0.01818018  0.05346666
  0.04449383  0.03735407 -0.11877529 -0.01625926  0.20697328  0.06022123
  0.01072829 -0.0186486   0.10230359 -0.07069355  0.05911302  0.03664669
 -0.13544889  0.07499663 -0.01832082 -0.06917732 -0.01862868  0.08830545
 -0.04059734  0.10118643  0.06339491  0.05385525  0.01080377 -0.12585871]",10.1016/j.dib.2023.108977,[]
753,"[-0.0505772   0.09612618  0.11717232 -0.04534018  0.04506845  0.04490297
  0.04383487  0.02570808 -0.17996499 -0.01677665  0.25464705  0.09713469
  0.01640485 -0.02557361  0.13989106 -0.08678506  0.06630687  0.06505657
 -0.19693772  0.08113662  0.00540336 -0.05430737 -0.02456987  0.05971618
 -0.07588784  0.11457718  0.10481054  0.06478138  0.02628124 -0.164795  ]",10.1016/j.dib.2023.108950,[]
754,"[-0.539309    0.42719916  1.2742932  -0.3198745  -0.08737933  0.37672362
  0.80894685 -0.01271738 -1.3776847  -0.22260241  1.3031338   0.49195713
  0.19752628 -0.57410717  0.10665718 -0.7351562   0.8121944   0.34172425
 -1.1722516   0.39603117 -0.11974087 -0.6086443   0.02610282  0.9900994
  0.6668825   1.1128626   0.02971068  0.07833795  0.2674071  -1.2830068 ]",10.1016/j.dib.2023.108984,[]
755,"[-0.6474173   0.5253426   1.1727959  -0.17598765 -0.03674442  0.4917903
  0.9480396  -0.05833635 -1.4675905  -0.21232492  1.4138948   0.32039455
  0.1664611  -0.58542985  0.03269857 -1.0816101   0.7501974   0.35278004
 -1.1249985   0.3612285  -0.04409806 -0.44380987  0.03616579  1.130543
  0.5403178   1.229655    0.27804062  0.12036848  0.17903763 -1.5139493 ]",10.1016/j.dib.2023.108961,[]
756,"[-0.51978576  0.36757496  1.4198271  -0.16253687 -0.1215182   0.48286837
  1.0396531   0.01258786 -1.5508484  -0.09960618  1.2115752   0.4145609
  0.31668732 -0.70263946 -0.00393855 -0.95707095  0.7510973   0.37477642
 -1.184343    0.45922196 -0.18071772 -0.46092156 -0.09444156  1.1382958
  0.76200795  1.3058491   0.15477298 -0.05047351  0.25055036 -1.279997  ]",10.1016/j.dib.2023.108957,[]
757,"[-0.90651953  0.75051564  1.0358069  -0.4633771  -0.18195564  0.92078316
  1.0754876   0.02774532 -3.0108206  -0.6876124   1.4405115   0.22570258
  0.15789796 -0.91983646 -1.1201428  -0.88189465  0.49584058 -0.4438321
 -1.8907902  -0.26222932 -0.87525684  0.19213052  1.2443423   2.189025
  3.565196    0.797395   -0.17270553 -0.28086302  0.253534   -2.0430794 ]",10.1016/j.dib.2023.108979,[]
758,"[-0.11542969  0.2485183   0.57718045 -0.0859787   0.09134685  0.33089408
  0.43113485  0.05171265 -0.5915578  -0.07870588  0.7430529   0.19720757
 -0.03020852 -0.27822587  0.23858316 -0.33382538  0.35727292  0.23916103
 -0.48889118  0.2547403  -0.10482723 -0.31072178 -0.06242371  0.3930785
  0.1358953   0.6156926   0.16952522 -0.01923885  0.03404344 -0.58224857]",10.1080/21642850.2023.2182306,[]
759,"[-0.5603103   0.37442097  1.4581705  -0.10940658 -0.08524837  0.5093228
  0.6246981   0.04959027 -1.3591824  -0.0910555   1.1624144   0.50407475
  0.42024508 -0.69030845  0.1637909  -0.82414144  0.71654344  0.2612383
 -1.1042676   0.51980215 -0.26967558 -0.55828685 -0.14294246  1.1876178
  0.71580493  1.2613773   0.14899518  0.10297266  0.3990148  -1.2602332 ]",10.1177/11769351231154679,[]
760,"[-0.2444098   0.34024903  1.0891871  -0.18706343 -0.05415366  0.44047293
  0.67310977  0.01987864 -1.0358746  -0.13156709  1.0933298   0.3951302
  0.15018494 -0.5621009   0.19563115 -0.69617784  0.61660564  0.3762151
 -0.86305285  0.40147838 -0.08253162 -0.5253939  -0.01247004  0.8691365
  0.29907662  0.8992272   0.12460665  0.03701696  0.18299711 -0.92658067]",10.1080/21642850.2022.2156345,[]
761,"[-1.040976    0.03034111  1.9758936   0.28863192 -0.33404657  0.6377176
  1.2547059   0.18159531 -2.5407035   0.5219921   0.8179405   0.43795153
  0.8749016  -0.9644693  -0.04322391 -1.6464367   0.88373804  0.2051312
 -1.3275424   0.39733082 -0.27698377 -0.780942   -0.6546764   1.0193561
  1.2247137   1.4982781   0.3069716   0.540536    0.23588464 -1.4549768 ]",10.1155/2023/6880172,[]
762,"[-0.24344943  0.19988534  0.60403585 -0.05508703  0.05836951  0.30195165
  0.44639307  0.08387708 -0.7488566  -0.06604718  0.7387166   0.19241644
  0.04587643 -0.26764184  0.21526359 -0.4124259   0.42371312  0.24852638
 -0.6774462   0.29368445 -0.04326661 -0.40740582 -0.00866903  0.46001
  0.15360181  0.6113892   0.17890146  0.07019764  0.02852748 -0.62093025]",10.1016/j.eucr.2023.102357,[]
763,"[-0.53635937  0.4057217   1.1009377  -0.210599   -0.03188407  0.43128374
  0.9433609  -0.19922164 -1.5417979  -0.06531837  1.1522257   0.29902384
  0.2844511  -0.48786542 -0.21784991 -1.0164059   0.89528984  0.3618768
 -1.0812165   0.29920757 -0.12181839 -0.38872716 -0.01882748  1.0376756
  0.7033319   1.0998498   0.19994159  0.18798672  0.03895148 -1.4216632 ]",10.1016/j.dib.2023.108962,[]
764,"[-0.21299364  0.20128192  0.4974732  -0.07886686  0.02768345  0.2636943
  0.2998884   0.07636264 -0.5914863  -0.04369456  0.6836541   0.20552053
  0.08776453 -0.17387526  0.26917592 -0.35227242  0.30074564  0.14237352
 -0.54148257  0.24535681 -0.06369504 -0.26248512 -0.02380748  0.3421333
 -0.02530104  0.49598423  0.21010669  0.12170586  0.05740616 -0.48393676]",10.1093/jamiaopen/ooad010,[]
765,"[-0.7082378   0.07981617  1.3826159  -0.2617814  -0.06617305  0.3810918
  0.8459226  -0.03111649 -1.307475    0.04157823  0.93602854  0.46101913
  0.45379615 -0.47731677 -0.22134851 -0.85991853  0.7446043   0.30462295
 -1.2283007   0.61443114 -0.14759517 -0.41795754 -0.15845247  1.2152557
  0.77524126  1.2917819   0.21054599 -0.08243825  0.3656588  -1.2298746 ]",10.1155/2023/6090282,[]
766,"[-0.98044     0.24010287  1.8554662  -0.2727689  -0.20174125  0.68754375
  1.2556686   0.3589631  -1.67765     0.03234769  1.2360917   0.35486028
  0.30770695 -0.74205905 -0.06463536 -1.3568949   0.653744    0.00639717
 -1.6336164   0.44194013  0.07226105 -0.7703703  -0.02945708  1.0676569
  1.2482834   1.8396208   0.20004056 -0.03827444  0.4243153  -1.5178815 ]",10.1155/2023/1263620,[]
767,"[-0.32889044  0.31355613  1.2917861  -0.1217971  -0.31959707  0.38715917
  0.7887552  -0.09400075 -1.5261931  -0.1289427   1.0879803   0.35597453
  0.15690693 -0.63605404  0.152789   -0.9122598   0.8695862   0.2917749
 -1.1227806   0.5289984  -0.1265765  -0.6037959  -0.07342695  1.0518936
  0.86820537  1.2696449  -0.12630235  0.19178002  0.2810722  -1.1902184 ]",10.1093/rb/rbad005,[]
768,"[-0.41661355  0.36087456  1.000132   -0.16830581 -0.03617259  0.41822195
  0.73571396  0.03924836 -1.2047552  -0.15087487  1.0563344   0.25128758
  0.13828549 -0.50856805  0.18363413 -0.78351605  0.6337509   0.32523385
 -1.0181258   0.44892102 -0.10390998 -0.58666354 -0.1079185   0.83191174
  0.41341537  1.074139    0.18213755  0.05888947  0.10534257 -1.093328  ]",10.1016/j.eucr.2023.102341,[]
769,"[-0.0357511   0.12350717  0.213449   -0.05790995  0.0553707   0.0865059
  0.11444436  0.04436501 -0.20952311 -0.05011775  0.36431205  0.13170673
  0.06753801 -0.06490331  0.18243201 -0.15012562  0.11796264  0.09513325
 -0.2535669   0.11856218 -0.01210319 -0.14035232  0.00316865  0.15407193
 -0.10423597  0.18509318  0.1313131   0.08692343  0.05818354 -0.20328876]",10.1155/2022/7693468,[]
770,"[-0.10467135  0.16502655  0.38390955 -0.04705095  0.0474736   0.10746476
  0.19166148  0.02816935 -0.36833513 -0.11157233  0.39515805  0.17017148
  0.11463327 -0.142582    0.11908016 -0.20099474  0.14726435  0.12629665
 -0.35041422  0.17762038 -0.09349832 -0.19845863 -0.03879704  0.29134825
  0.05554903  0.31175023  0.07776299  0.02922102  0.10515156 -0.33622536]",10.1155/2022/2640479,[]
771,"[-0.24665116  0.4786284   0.9913948  -0.10404044 -0.00265011  0.36199522
  0.55000806  0.07964247 -0.9282596  -0.22402838  0.8734741   0.29585585
  0.26666626 -0.5037659   0.22498378 -0.5535489   0.3805523   0.3199118
 -0.75135213  0.4007103  -0.16410428 -0.47917646  0.01900494  0.81603616
  0.22149634  0.821528    0.07162987  0.05613665  0.2825231  -0.7601041 ]",10.1155/2022/6082343,[]
772,"[-0.80349797  0.18622462  1.0025061  -0.4155552   0.27484098  0.2630159
  2.1141918  -0.00754665  0.03971172 -0.4752563   1.5185051   0.5062301
  0.54665774 -1.3254031  -0.34620622 -1.5544062   0.70286    -0.3862569
 -0.69223773  0.85468364 -0.40951374  0.27760825  0.6956184   1.7838428
 -0.00692135  1.5025455   0.589586   -0.91698396  0.46260458 -0.3497792 ]",10.1155/2022/4355182,[]
773,"[-0.20787495  0.2733447   0.5570875  -0.16099638  0.06247034  0.17776333
  0.39446166 -0.00408861 -0.34861606 -0.1210937   0.59723115  0.14838345
  0.2363562  -0.31821662  0.09188765 -0.37360802  0.2153174   0.17178848
 -0.45195222  0.26908106 -0.12405843 -0.18449454  0.03232609  0.51701075
 -0.0567592   0.4358624   0.21492283 -0.09839401  0.19345589 -0.33529985]",10.1155/2022/9242188,[]
